SPAWN EXTRACTION REPORT
======================================================================

Graph Points: 5345 extracted from original game graph

Only in original (3295):
  DV_zone_mine_gravitational (section=zone_mine_gravitational_average, gvid=1435, level=l04_darkvalley)
    Original: 195 bytes, gvid=4706, lvid=1107267
    Generated: 196 bytes, gvid=4091, lvid=921830
  jup_b201_zone_field_acidic_average_0006 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100528
    Generated: 196 bytes, gvid=4091, lvid=893845
  jup_b201_zone_field_acidic_average_0007 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1122038
    Generated: 196 bytes, gvid=4091, lvid=942719
  jup_b201_zone_field_acidic_average_0008 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1103937
    Generated: 196 bytes, gvid=4091, lvid=942699
  jup_b201_zone_field_acidic_average_0009 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1109507
    Generated: 196 bytes, gvid=4091, lvid=946170
  jup_b201_zone_field_acidic_average_0010 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100534
    Generated: 196 bytes, gvid=4091, lvid=893852
  jup_b201_zone_field_acidic_average_0011 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100536
    Generated: 196 bytes, gvid=4091, lvid=893845
  jup_b201_zone_field_acidic_average_0012 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100525
    Generated: 196 bytes, gvid=4091, lvid=893851
  jup_b201_zone_field_acidic_average_0013 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100524
    Generated: 196 bytes, gvid=4091, lvid=893860
  jup_b201_zone_field_acidic_average_0014 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100531
    Generated: 196 bytes, gvid=4091, lvid=893862
  jup_b201_zone_field_acidic_average_0015 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100518
    Generated: 196 bytes, gvid=4091, lvid=811621
  jup_b201_zone_field_acidic_average_0016 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100518
    Generated: 196 bytes, gvid=4091, lvid=811612
  jup_b201_zone_field_acidic_average_0017 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100520
    Generated: 196 bytes, gvid=4091, lvid=869479
  jup_b201_zone_field_acidic_average_0018 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100511
    Generated: 196 bytes, gvid=4091, lvid=811625
  jup_b201_zone_field_acidic_average_0019 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100512
    Generated: 196 bytes, gvid=4091, lvid=811618
  jup_b201_zone_field_acidic_average_0020 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100511
    Generated: 196 bytes, gvid=4091, lvid=811612
  jup_b201_zone_field_acidic_average_0021 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100513
    Generated: 196 bytes, gvid=4091, lvid=811605
  jup_b201_zone_field_acidic_average_0022 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1110647
    Generated: 196 bytes, gvid=4091, lvid=811624
  jup_b201_zone_field_acidic_average_0023 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100503
    Generated: 196 bytes, gvid=4091, lvid=811616
  jup_b201_zone_field_acidic_average_0024 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100506
    Generated: 196 bytes, gvid=4091, lvid=811608
  jup_b201_zone_field_acidic_average_0025 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100506
    Generated: 196 bytes, gvid=4091, lvid=811605
  jup_b201_zone_field_acidic_average_0026 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1122037
    Generated: 196 bytes, gvid=4091, lvid=787200
  jup_b201_zone_field_acidic_average_0027 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1108387
    Generated: 196 bytes, gvid=4091, lvid=787192
  jup_b201_zone_field_acidic_average_0028 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100497
    Generated: 196 bytes, gvid=4091, lvid=787184
  jup_b201_zone_field_acidic_average_0029 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1100498
    Generated: 196 bytes, gvid=4091, lvid=787179
  jup_b201_zone_field_acidic_average_0030 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1122037
    Generated: 196 bytes, gvid=4091, lvid=712730
  jup_b201_zone_field_acidic_average_0031 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1122037
    Generated: 196 bytes, gvid=4091, lvid=712723
  jup_b201_zone_field_acidic_average_0032 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1109506
    Generated: 196 bytes, gvid=4091, lvid=712714
  jup_b201_zone_field_acidic_average_0033 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1103936
    Generated: 196 bytes, gvid=4091, lvid=735216
  jup_b201_zone_field_acidic_average_0034 (level=jupiter):
    Original: 195 bytes, gvid=4706, lvid=1116399
    Generated: 196 bytes, gvid=4091, lvid=712720
  jup_b201_zone_mine_acidic_average (level=jupiter):
    Original: 188 bytes, gvid=4706, lvid=1115245
    Generated: 189 bytes, gvid=4091, lvid=963437
  jup_b201_zone_mine_acidic_average_0000 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1106154
    Generated: 194 bytes, gvid=4091, lvid=942700
  jup_b201_zone_mine_acidic_average_0001 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100538
    Generated: 194 bytes, gvid=4091, lvid=918322
  jup_b201_zone_mine_acidic_average_0002 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1109507
    Generated: 194 bytes, gvid=4091, lvid=918334
  jup_b201_zone_mine_acidic_average_0003 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1122038
    Generated: 194 bytes, gvid=4091, lvid=942718
  jup_b201_zone_mine_acidic_average_0004 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100528
    Generated: 194 bytes, gvid=4091, lvid=893874
  jup_b201_zone_mine_acidic_average_0005 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100530
    Generated: 194 bytes, gvid=4091, lvid=893846
  jup_b201_zone_mine_acidic_average_0006 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100518
    Generated: 194 bytes, gvid=4091, lvid=811612
  jup_b201_zone_mine_acidic_average_0007 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100530
    Generated: 194 bytes, gvid=4091, lvid=893860
  jup_b201_zone_mine_acidic_average_0008 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100518
    Generated: 194 bytes, gvid=4091, lvid=811606
  jup_b201_zone_mine_acidic_average_0009 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100507
    Generated: 194 bytes, gvid=4091, lvid=811612
  jup_b201_zone_mine_acidic_average_0010 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100512
    Generated: 194 bytes, gvid=4091, lvid=811624
  jup_b201_zone_mine_acidic_average_0011 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100518
    Generated: 194 bytes, gvid=4091, lvid=811617
  jup_b201_zone_mine_acidic_average_0012 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1109506
    Generated: 194 bytes, gvid=4091, lvid=787195
  jup_b201_zone_mine_acidic_average_0013 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100500
    Generated: 194 bytes, gvid=4091, lvid=811606
  jup_b201_zone_mine_acidic_average_0014 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1111786
    Generated: 194 bytes, gvid=4091, lvid=712720
  jup_b201_zone_mine_acidic_average_0015 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1122037
    Generated: 194 bytes, gvid=4091, lvid=761852
  jup_b201_zone_mine_acidic_average_0016 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100530
    Generated: 194 bytes, gvid=4091, lvid=893847
  jup_b201_zone_mine_acidic_average_0017 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100524
    Generated: 194 bytes, gvid=4091, lvid=887013
  jup_b201_zone_mine_acidic_average_0018 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100518
    Generated: 194 bytes, gvid=4091, lvid=811606
  jup_b201_zone_mine_acidic_average_0019 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100506
    Generated: 194 bytes, gvid=4091, lvid=811612
  jup_b201_zone_mine_acidic_average_0020 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100512
    Generated: 194 bytes, gvid=4091, lvid=811615
  jup_b201_zone_mine_acidic_average_0021 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100515
    Generated: 194 bytes, gvid=4091, lvid=811623
  jup_b201_zone_mine_acidic_average_0022 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100524
    Generated: 194 bytes, gvid=4091, lvid=893875
  jup_b201_zone_mine_acidic_average_0023 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100540
    Generated: 194 bytes, gvid=4091, lvid=918321
  jup_b201_zone_mine_acidic_average_0024 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1109507
    Generated: 194 bytes, gvid=4091, lvid=946169
  jup_b201_zone_mine_acidic_average_0025 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1109507
    Generated: 194 bytes, gvid=4091, lvid=918335
  jup_b201_zone_mine_acidic_average_0026 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1116399
    Generated: 194 bytes, gvid=4091, lvid=712720
  jup_b201_zone_mine_acidic_average_0027 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1108387
    Generated: 194 bytes, gvid=4091, lvid=761840
  jup_b201_zone_mine_acidic_average_0028 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1122037
    Generated: 194 bytes, gvid=4091, lvid=712730
  jup_b201_zone_mine_acidic_average_0029 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100499
    Generated: 194 bytes, gvid=4091, lvid=811603
  jup_b201_zone_mine_acidic_average_0030 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1107266
    Generated: 194 bytes, gvid=4091, lvid=712711
  jup_b201_zone_mine_acidic_average_0031 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100530
    Generated: 194 bytes, gvid=4091, lvid=893843
  jup_b201_zone_mine_acidic_average_0032 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100523
    Generated: 194 bytes, gvid=4091, lvid=887009
  jup_b201_zone_mine_acidic_average_0033 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100527
    Generated: 194 bytes, gvid=4091, lvid=893853
  jup_b201_zone_mine_acidic_average_0034 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100524
    Generated: 194 bytes, gvid=4091, lvid=893872
  jup_b201_zone_mine_acidic_average_0035 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100513
    Generated: 194 bytes, gvid=4091, lvid=811625
  jup_b201_zone_mine_acidic_average_0036 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1122037
    Generated: 194 bytes, gvid=4091, lvid=787200
  jup_b201_zone_mine_acidic_average_0037 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100512
    Generated: 194 bytes, gvid=4091, lvid=811609
  jup_b201_zone_mine_acidic_average_0038 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100506
    Generated: 194 bytes, gvid=4091, lvid=811606
  jup_b201_zone_mine_acidic_average_0039 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100498
    Generated: 194 bytes, gvid=4091, lvid=787179
  jup_b201_zone_mine_acidic_average_0040 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1109507
    Generated: 194 bytes, gvid=4091, lvid=942708
  jup_b201_zone_mine_acidic_average_0041 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1122037
    Generated: 194 bytes, gvid=4091, lvid=712727
  jup_b201_zone_mine_acidic_average_0042 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1109506
    Generated: 194 bytes, gvid=4091, lvid=712714
  jup_b201_zone_mine_acidic_average_0043 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100536
    Generated: 194 bytes, gvid=4091, lvid=893851
  jup_b201_zone_mine_acidic_average_0044 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100518
    Generated: 194 bytes, gvid=4091, lvid=811612
  jup_b201_zone_mine_acidic_average_0045 (level=jupiter):
    Original: 193 bytes, gvid=4706, lvid=1100540
    Generated: 194 bytes, gvid=4091, lvid=918321
  jup_b202 (level=jupiter):
    Original: 232 bytes, gvid=4473, lvid=840860
    Generated: 236 bytes, gvid=4089, lvid=1485447
  jup_b202_actor_treasure (level=jupiter):
    Original: 317 bytes, gvid=4463, lvid=1231404
    Generated: 324 bytes, gvid=4089, lvid=1485061
  jup_b202_camp (level=jupiter):
    Original: 151 bytes, gvid=4463, lvid=1231404
    Generated: 152 bytes, gvid=4089, lvid=1485751
  jup_b202_logic (level=jupiter):
    Original: 210 bytes, gvid=4463, lvid=1231404
    Generated: 211 bytes, gvid=4089, lvid=1485751
  jup_b202_snag_treasure (level=jupiter):
    Original: 291 bytes, gvid=4463, lvid=1231404
    Generated: 295 bytes, gvid=4089, lvid=1485447
  jup_b202_spot (level=jupiter):
    Original: 168 bytes, gvid=4463, lvid=1231404
    Generated: 169 bytes, gvid=4089, lvid=1485447
  jup_b203 (level=jupiter):
    Original: 185 bytes, gvid=4704, lvid=386842
    Generated: 186 bytes, gvid=4089, lvid=1041274
  jup_b203_camp (level=jupiter):
    Original: 151 bytes, gvid=4463, lvid=1231404
    Generated: 152 bytes, gvid=4089, lvid=999762
  jup_b203_sr_tushkano_ghost_down (level=jupiter):
    Original: 179 bytes, gvid=4463, lvid=1231404
    Generated: 179 bytes, gvid=4089, lvid=1076333
  jup_b203_sr_tushkano_ghost_room (level=jupiter):
    Original: 179 bytes, gvid=4463, lvid=1231404
    Generated: 179 bytes, gvid=4089, lvid=1016634
  jup_b203_sr_tushkano_ghost_up (level=jupiter):
    Original: 177 bytes, gvid=4463, lvid=1231404
    Generated: 177 bytes, gvid=4089, lvid=976393
  jup_b203_sr_zombied (level=jupiter):
    Original: 188 bytes, gvid=4463, lvid=1231404
    Generated: 191 bytes, gvid=4089, lvid=1041263
  jup_b203_zombied_restr_1 (level=jupiter):
    Original: 172 bytes, gvid=4463, lvid=1231404
    Generated: 172 bytes, gvid=4089, lvid=1016586
  jup_b203_zombied_restr_2 (level=jupiter):
    Original: 172 bytes, gvid=4463, lvid=1231404
    Generated: 172 bytes, gvid=4089, lvid=999762
  jup_b204 (level=jupiter):
    Original: 185 bytes, gvid=4474, lvid=926775
    Generated: 186 bytes, gvid=4091, lvid=497359
  jup_b204_animpoint_1 (level=jupiter):
    Original: 203 bytes, gvid=4474, lvid=924343
    Generated: 203 bytes, gvid=4091, lvid=526168
  jup_b204_animpoint_2 (level=jupiter):
    Original: 200 bytes, gvid=4474, lvid=921929
    Generated: 200 bytes, gvid=4091, lvid=526168
  jup_b204_animpoint_3 (level=jupiter):
    Original: 209 bytes, gvid=4474, lvid=918231
    Generated: 209 bytes, gvid=4091, lvid=526168
  jup_b204_animpoint_4 (level=jupiter):
    Original: 206 bytes, gvid=4474, lvid=915758
    Generated: 206 bytes, gvid=4091, lvid=497350
  jup_b204_antirad_0000 (level=jupiter):
    Original: 159 bytes, gvid=4463, lvid=1231404
    Generated: 159 bytes, gvid=4091, lvid=526168
  jup_b204_antirad_0001 (level=jupiter):
    Original: 159 bytes, gvid=4463, lvid=1231404
    Generated: 159 bytes, gvid=4091, lvid=526168
  jup_b204_antirad_0002 (level=jupiter):
    Original: 159 bytes, gvid=4463, lvid=1231404
    Generated: 159 bytes, gvid=4091, lvid=526168
  jup_b204_antirad_0003 (level=jupiter):
    Original: 159 bytes, gvid=4463, lvid=1231404
    Generated: 159 bytes, gvid=4091, lvid=526168
  jup_b204_antirad_0004 (level=jupiter):
    Original: 159 bytes, gvid=4463, lvid=1231404
    Generated: 159 bytes, gvid=4091, lvid=526168
  jup_b204_bandage_0000 (level=jupiter):
    Original: 159 bytes, gvid=4463, lvid=1231404
    Generated: 159 bytes, gvid=4091, lvid=473058
  jup_b204_bandage_0002 (level=jupiter):
    Original: 159 bytes, gvid=4463, lvid=1231404
    Generated: 159 bytes, gvid=4091, lvid=473057
  jup_b204_camp (level=jupiter):
    Original: 151 bytes, gvid=4463, lvid=1231404
    Generated: 152 bytes, gvid=4091, lvid=526168
  jup_b204_campfire_1 (level=jupiter):
    Original: 174 bytes, gvid=4474, lvid=920704
    Generated: 174 bytes, gvid=4091, lvid=526168
  jup_b204_medkit_0002 (level=jupiter):
    Original: 163 bytes, gvid=4463, lvid=1231404
    Generated: 163 bytes, gvid=4091, lvid=497357
  jup_b205_destroyable_object_0000 (level=jupiter):
    Original: 211 bytes, gvid=4463, lvid=1231404
    Generated: 212 bytes, gvid=4089, lvid=1482645
  jup_b205_destroyable_object_0004 (level=jupiter):
    Original: 211 bytes, gvid=4463, lvid=1231404
    Generated: 212 bytes, gvid=4089, lvid=1482633
  jup_b205_destroyable_object_0006 (level=jupiter):
    Original: 211 bytes, gvid=4463, lvid=1231404
    Generated: 212 bytes, gvid=4089, lvid=1482633
  jup_b205_destroyable_object_0008 (level=jupiter):
    Original: 202 bytes, gvid=4463, lvid=1231404
    Generated: 203 bytes, gvid=4089, lvid=1482634
  jup_b205_destroyable_object_0009 (level=jupiter):
    Original: 202 bytes, gvid=4463, lvid=1231404
    Generated: 203 bytes, gvid=4089, lvid=1482633
  jup_b205_destroyable_object_0010 (level=jupiter):
    Original: 202 bytes, gvid=4463, lvid=1231404
    Generated: 203 bytes, gvid=4089, lvid=1482635
  jup_b205_destroyable_object_0011 (level=jupiter):
    Original: 202 bytes, gvid=4463, lvid=1231404
    Generated: 203 bytes, gvid=4089, lvid=1482626
  jup_b205_destroyable_object_0012 (level=jupiter):
    Original: 212 bytes, gvid=4463, lvid=1231404
    Generated: 213 bytes, gvid=4089, lvid=1482625
  jup_b205_destroyable_object_0013 (level=jupiter):
    Original: 212 bytes, gvid=4463, lvid=1231404
    Generated: 213 bytes, gvid=4089, lvid=1482626
  jup_b205_destroyable_object_0014 (level=jupiter):
    Original: 209 bytes, gvid=4463, lvid=1231404
    Generated: 210 bytes, gvid=4089, lvid=1482642
  jup_b205_destroyable_object_0015 (level=jupiter):
    Original: 209 bytes, gvid=4463, lvid=1231404
    Generated: 210 bytes, gvid=4089, lvid=1482642
  jup_b205_destroyable_object_0016 (level=jupiter):
    Original: 209 bytes, gvid=4463, lvid=1231404
    Generated: 210 bytes, gvid=4089, lvid=1482640
  jup_b205_destroyable_object_0017 (level=jupiter):
    Original: 209 bytes, gvid=4463, lvid=1231404
    Generated: 210 bytes, gvid=4089, lvid=1482642
  jup_b205_destroyable_object_0019 (level=jupiter):
    Original: 202 bytes, gvid=4463, lvid=1231404
    Generated: 203 bytes, gvid=4089, lvid=1482639
  jup_b205_destroyable_object_0021 (level=jupiter):
    Original: 202 bytes, gvid=4463, lvid=1231404
    Generated: 203 bytes, gvid=4089, lvid=1482634
  jup_b205_destroyable_object_0022 (level=jupiter):
    Original: 208 bytes, gvid=4463, lvid=1231404
    Generated: 209 bytes, gvid=4089, lvid=1482645
  jup_b205_destroyable_object_0023 (level=jupiter):
    Original: 208 bytes, gvid=4463, lvid=1231404
    Generated: 209 bytes, gvid=4089, lvid=1482645
  jup_b205_destroyable_object_0024 (level=jupiter):
    Original: 211 bytes, gvid=4463, lvid=1231404
    Generated: 212 bytes, gvid=4089, lvid=1482634
  jup_b205_destroyable_object_0025 (level=jupiter):
    Original: 202 bytes, gvid=4463, lvid=1231404
    Generated: 203 bytes, gvid=4089, lvid=1482645
  jup_b205_destroyable_object_0026 (level=jupiter):
    Original: 212 bytes, gvid=4463, lvid=1231404
    Generated: 213 bytes, gvid=4089, lvid=1482644
  jup_b205_destroyable_object_0030 (level=jupiter):
    Original: 221 bytes, gvid=4463, lvid=1231404
    Generated: 222 bytes, gvid=4089, lvid=1482633
  jup_b205_destroyable_object_0033 (level=jupiter):
    Original: 209 bytes, gvid=4463, lvid=1231404
    Generated: 210 bytes, gvid=4089, lvid=1482645
  jup_b205_destroyable_object_0035 (level=jupiter):
    Original: 202 bytes, gvid=4463, lvid=1231404
    Generated: 203 bytes, gvid=4089, lvid=1482637
  jup_b205_destroyable_object_0036 (level=jupiter):
    Original: 202 bytes, gvid=4463, lvid=1231404
    Generated: 203 bytes, gvid=4089, lvid=1482637
  jup_b205_destroyable_object_0037 (level=jupiter):
